"#SPS mobile sample, material = passivated copper, position = center, on beam axis"	
#sample ref : SPS_Mobile_sample_middle	
	
	
	
Ep (eV)	SEY
10	0.6686
20	0.8443
30	0.9731
40	1.0732
50	1.1607
60	1.2494
70	1.3311
80	1.4148
90	1.4716
100	1.5349
150	1.7166
200	1.795
250	1.8264
300	1.8263
350	1.8065
400	1.7819
500	1.7292
600	1.6775
700	1.6227
800	1.5723
900	1.5301
1000	1.4884
1100	1.4393
1200	1.4038
1400	1.3334
1600	1.2825
1800	1.2314
